gene,a_i,b_i,c_i,d_i,e_i
Ppp1r7,0.06927959,0.15585022,0.3153654,0.4472716,0.012233198
Ano7,0.06843251,0.2012147,0.3059716,0.37330198,0.051079214
Hdlbp,0.18945588,0.3051924,0.18601012,0.31557974,0.0037618876
Sept2,0.4198714,0.17021948,0.15484539,0.2258919,0.029171884
Farp2,0.10146351,0.15864763,0.28374863,0.43567443,0.020465791
Stk25,0.14737016,0.17975892,0.2894918,0.37066585,0.0127132535
Gm28536,0.12823242,0.14927723,0.2845524,0.406073,0.031865
Bok,0.16952448,0.23058419,0.25737298,0.3385004,0.004017949
Thap4,0.15948617,0.15928645,0.26311934,0.39507622,0.02303183
Gm10550,0.17925945,0.2408229,0.26557127,0.3118322,0.0025142431
Atg4b,0.064291835,0.2113128,0.29386902,0.41821468,0.012311697
Dtymk,0.36054125,0.21602455,0.21276607,0.20312805,0.007540107
Ing5,0.30446136,0.14827982,0.21557364,0.30677783,0.02490735
D2hgdh,0.25008243,0.15272081,0.23355663,0.32420447,0.039435625
Neu4,0.25254646,0.25943014,0.22784604,0.2449792,0.015198171
Pdcd1,0.044348814,0.16854829,0.3440981,0.43170673,0.01129812
Fam174a,0.19596133,0.15188374,0.24954608,0.36807892,0.034529924
St8sia4,0.16575572,0.18384185,0.2812453,0.3627636,0.006393552
Gm28901,0.1838203,0.26054907,0.2100267,0.31635404,0.029249907
D1Ertd622e,0.122152194,0.1978674,0.31064874,0.33797628,0.03135538
Ppip5k2,0.079379626,0.16152507,0.2998254,0.45797274,0.0012971163
Gin1,0.28472367,0.1083756,0.29222038,0.3069662,0.0077141523
Pam,0.1698558,0.22543484,0.2779334,0.28977495,0.037001014
B230216N24Rik,0.50353634,0.10166975,0.19555026,0.19549769,0.003745973
1810006J02Rik,0.036326095,0.18477097,0.33526763,0.43309882,0.010536432
Gm7967,0.39037162,0.16416319,0.19827405,0.24238297,0.0048081875
Gm28187,0.2806462,0.17100923,0.22430098,0.3184608,0.0055828094
Rnf152,0.116999716,0.14791557,0.28302583,0.4309371,0.0211218
Gm17634,0.067334145,0.2371204,0.27428097,0.42070502,0.0005594492
Pign,0.33415055,0.15667103,0.25622556,0.23011503,0.022837758
Gm28404,0.50819105,0.14452168,0.16948518,0.15578154,0.022020578
Relch,0.3769133,0.27031603,0.16418803,0.15434039,0.034242272
Tnfrsf11a,0.087762125,0.17527902,0.32254747,0.4005093,0.013902128
Gm7160,0.18811576,0.1608388,0.25478476,0.36470792,0.03155279
Zcchc2,0.15484156,0.20854491,0.23499192,0.38050362,0.021118045
Phlpp1,0.84640396,0.022489466,0.055170182,0.07314534,0.002791047
Bcl2,0.102758944,0.14053318,0.32609588,0.4122041,0.018407881
D630008O14Rik,0.5255392,0.1310853,0.15246615,0.1278176,0.063091636
Kdsr,0.06513042,0.26585346,0.24577223,0.3860336,0.037210286
Vps4b,0.15575963,0.202316,0.2531585,0.38182852,0.0069373846
Dsel,0.42224157,0.1834481,0.181467,0.19682476,0.01601863
Tsn,0.40590683,0.15810823,0.18805234,0.20092094,0.047011673
Nifk,0.83007526,0.052304022,0.05606339,0.048254527,0.013302743
Clasp1,0.19344607,0.24209179,0.2552221,0.28160104,0.027638912
2900060B14Rik,0.114692606,0.20009704,0.2880661,0.37373558,0.023408651
Tfcp2l1,0.07266531,0.17458814,0.34929243,0.39988315,0.0035709739
Ralb,0.48659107,0.11115983,0.19721955,0.13724925,0.067780316
Gm27184,0.15330455,0.20809597,0.28792676,0.3203733,0.030299425
Tmem185b,0.09313709,0.2275156,0.26520172,0.39029363,0.02385199
Epb41l5,0.0475987,0.19759858,0.3162087,0.4276811,0.010912955
Ptpn4,0.2776224,0.2913772,0.18097742,0.21450563,0.035517395
Tmem177,0.021847086,0.21967416,0.3225688,0.4278008,0.008109212
Tmem37,0.14596516,0.19266918,0.29371187,0.3599916,0.007662177
Dbi,0.11052045,0.19643486,0.25777933,0.4268225,0.008442879
3110009E18Rik,0.12991649,0.24088271,0.2842098,0.32811856,0.016872466
Steap3,0.1036792,0.1504621,0.30498654,0.4111878,0.029684424
Insig2,0.5786578,0.18154117,0.09918107,0.117668256,0.022951722
Ccdc93,0.110506006,0.18580897,0.31969565,0.3721624,0.011826932
Ddx18,0.11818536,0.17940676,0.2795318,0.4029665,0.01990956
Actr3,0.37651625,0.15951373,0.20632762,0.22052315,0.03711927
Slc35f5,0.058075383,0.17001592,0.29763755,0.4600656,0.014205575
Mgat5,0.10132767,0.21750018,0.28044158,0.37351996,0.027210593
Tmem163,0.16865407,0.18897896,0.22959414,0.4040762,0.008696675
2900009J06Rik,0.11852398,0.14373627,0.30425206,0.39414668,0.039340973
Ccnt2,0.14162841,0.17721117,0.29179704,0.3685558,0.020807624
Map3k19,0.20218262,0.1625515,0.27372542,0.3590117,0.002528727
Rab3gap1,0.11253692,0.21229643,0.27822673,0.39068943,0.0062505007
Zranb3,0.09722382,0.23870209,0.28772128,0.36822578,0.008126974
R3hdm1,0.5351207,0.12080826,0.16167596,0.16044493,0.021950185
Ubxn4,0.19938503,0.21598701,0.25167036,0.31470522,0.018252373
Lct,0.55614424,0.13624334,0.13423312,0.16167158,0.011707723
Mcm6,0.83106995,0.09175274,0.037480894,0.036247656,0.0034487247
Dars,0.05074159,0.22935778,0.28186193,0.42411906,0.0139196515
Cxcr4,0.17134908,0.15511765,0.30429953,0.35474443,0.014489293
Thsd7b,0.2877194,0.16168123,0.23205085,0.29530725,0.023241282
Gm15675,0.76771545,0.04871743,0.04335016,0.11959416,0.02062279
Cd55,0.17981884,0.15848103,0.26303276,0.3684474,0.030219913
Pfkfb2,0.37275463,0.17164136,0.19935359,0.25057116,0.0056792498
Yod1,0.16693732,0.19195816,0.28224692,0.33047503,0.0283826
Il10,0.106165566,0.19513516,0.29431275,0.38251784,0.021868706
Mapkapk2,0.10270716,0.23189047,0.29971132,0.35097596,0.0147150755
Dyrk3,0.1000212,0.16454063,0.3059176,0.39000946,0.039511144
Eif2d,0.11356209,0.13697104,0.32684413,0.3632874,0.05933535
Rassf5,0.24828264,0.1654377,0.20492014,0.31160277,0.06975675
Ikbke,0.17248097,0.19193617,0.24430206,0.37183806,0.019442677
Srgap2,0.18068843,0.18730693,0.25795978,0.33551586,0.03852904
Gm29488,0.03632393,0.3582439,0.26387924,0.32135448,0.020198464
Fam72a,0.12953319,0.12192975,0.33954048,0.390681,0.018315554
Ctse,0.11127438,0.22011268,0.26981944,0.3870033,0.011790216
Rab7b,0.1642777,0.18473509,0.27343902,0.35520536,0.02234286
Slc41a1,0.10311029,0.17362705,0.305141,0.38332805,0.034793615
Rab29,0.39317644,0.19450447,0.17572218,0.21028891,0.02630794
Nucks1,0.50399506,0.15848584,0.12448838,0.17003126,0.042999446
Elk4,0.09932954,0.21844809,0.28674996,0.39146724,0.0040051937
Mfsd4a,0.115801156,0.1335838,0.28252196,0.4403822,0.027710915
Nuak2,0.47344118,0.16649207,0.16700181,0.18327372,0.009791195
Dstyk,0.22558837,0.18424064,0.21286571,0.33725893,0.040046334
6030442K20Rik,0.09009083,0.16879562,0.31007957,0.43072596,0.0003080368
Rbbp5,0.6087144,0.11331607,0.12173687,0.14857602,0.007656634
Tmem81,0.100459725,0.14866118,0.27331105,0.4503025,0.027265549
Mdm4,0.12384753,0.12380675,0.30482352,0.4416212,0.005900979
Pik3c2b,0.17333604,0.14228272,0.28918996,0.3401829,0.05500841
Ppp1r15b,0.1840483,0.254415,0.26895216,0.26511613,0.027468443
Etnk2,0.10907087,0.2005077,0.30056658,0.3820798,0.0077750683
Snrpe,0.3807527,0.186836,0.20356713,0.20764802,0.021196127
Zc3h11a,0.1328877,0.17349744,0.30898502,0.35914186,0.025488019
Zc3h11a.1,0.1966944,0.18393372,0.25730366,0.33003682,0.032031417
Gm38394,0.4380073,0.16794123,0.1976036,0.18993469,0.006513238
Lax1,0.04443685,0.31690308,0.25617418,0.38113144,0.001354456
Atp2b4,0.18716393,0.1658102,0.26038328,0.36875674,0.017885804
Btg2,0.3805646,0.19637096,0.18677211,0.22104196,0.015250385
Chit1,0.29522124,0.23708293,0.16987434,0.2820936,0.015727878
Ppfia4,0.24252623,0.21246149,0.24222279,0.26479787,0.037991643
Tmem183a,0.5288631,0.14406916,0.1502007,0.15702027,0.019846737
Cyb5r1,0.12428177,0.20829298,0.2570791,0.39646763,0.013878524
Adipor1,0.6917063,0.11083427,0.077418715,0.10365947,0.016381323
Platr1,0.23170197,0.17744762,0.23049325,0.29924375,0.061113417
Klhl12,0.3568723,0.17557496,0.22757642,0.19046476,0.04951155
Rabif,0.37476945,0.1804629,0.19083297,0.23153543,0.022399247
Kdm5b,0.24709481,0.21150255,0.2092385,0.3002103,0.03195387
Ppp1r12b,0.091206685,0.18913168,0.30989015,0.40266877,0.007102728
Ube2t,0.06860244,0.21851148,0.33729213,0.36529207,0.010301888
Lgr6,0.10230865,0.15484737,0.26160833,0.4606365,0.020599127
Ptpn7,0.25089413,0.15352309,0.24395864,0.30740756,0.044216573
Arl8a,0.22324067,0.25123534,0.23154053,0.26694566,0.0270378
Gm15445,0.38771027,0.29225078,0.14049378,0.15656616,0.022979021
Gm26642,0.15394774,0.15875468,0.25380266,0.409415,0.024079919
Rnpep,0.10571555,0.15060538,0.31959534,0.409894,0.01418972
Timm17a,0.19279437,0.16882873,0.25130674,0.34899196,0.03807819
Shisa4,0.24746823,0.21821469,0.21506013,0.28980595,0.029451013
Ipo9,0.13041537,0.22330481,0.27897805,0.3420999,0.025201857
Nav1,0.13255858,0.14400944,0.2759184,0.39615968,0.05135393
Csrp1,0.12746483,0.20543416,0.30245626,0.3374264,0.027218342
Phlda3,0.05429087,0.20009747,0.32508823,0.41978487,0.00073850155
Tnni1,0.23970209,0.23584226,0.23478286,0.2634999,0.026172876
Lad1,0.15333018,0.19643004,0.2620821,0.37529537,0.012862325
Tmem9,0.058924004,0.14761044,0.3257211,0.44473982,0.023004651
Cacna1s,0.106099874,0.13643557,0.31826717,0.42598337,0.013214052
Gm37759,0.14968391,0.17472196,0.29026553,0.38063192,0.004696727
Kif21b,0.14241356,0.16685246,0.3218226,0.36802658,0.00088477135
Gpr25,0.21971202,0.24214213,0.23566015,0.28092885,0.021556854
Camsap2,0.2819055,0.17333004,0.28796965,0.21837309,0.03842175
9230116N13Rik,0.103020325,0.20064655,0.28375286,0.40281874,0.009761512
Ddx59,0.09329173,0.13866976,0.29711676,0.45456767,0.016354084
Kif14,0.8729064,0.028108768,0.04719649,0.04829177,0.0034965873
Zfp281,0.14792831,0.16762596,0.2915981,0.36625656,0.026591063
Gm19705,0.092451975,0.20073313,0.3021653,0.39128226,0.013367355
Nr5a2,0.22248946,0.18403617,0.25824213,0.33081582,0.0044164658
Gm4258,0.20811611,0.20330931,0.19770591,0.35608214,0.034786522
A430106G13Rik,0.10981623,0.1807767,0.3101894,0.3796247,0.019593
Ptprc,0.067707814,0.21678978,0.28603432,0.4207282,0.008739889
Gm28556,0.120743744,0.15487643,0.3046453,0.3973843,0.022350252
Nek7,0.06353375,0.18420058,0.36469397,0.38678586,0.00078582764
2310009B15Rik,0.6120038,0.07044652,0.14653784,0.13823472,0.03277713
Dennd1b,0.38803402,0.23614623,0.17291902,0.18634495,0.016555786
Zbtb41,0.13442348,0.27731776,0.25661933,0.32896885,0.0026705265
Aspm,0.18986213,0.2170484,0.24027252,0.34160987,0.011207104
Cdc73,0.6786363,0.109246835,0.08208405,0.09310292,0.036929846
B3galt2,0.17058007,0.19013613,0.26251817,0.35525998,0.021505594
Glrx2,0.3653488,0.15655005,0.22831196,0.24934335,0.00044584274
Ro60,0.6189498,0.17609587,0.08538977,0.09894386,0.020620704
Uchl5,0.30122405,0.18582194,0.23160973,0.2586399,0.022704363
Gm29170,0.12593135,0.18398356,0.28573877,0.38399306,0.020353317
Rgs2,0.088497266,0.23319158,0.3045193,0.36633888,0.007452965
Rgs1,0.16898154,0.1503792,0.28839383,0.3529785,0.039266944
Rgs18,0.19002645,0.15752131,0.29969737,0.3309994,0.021755457
Ptgs2,0.14199679,0.30284718,0.23136263,0.31189498,0.011898398
Odr4,0.27211136,0.119757995,0.27305397,0.30185717,0.033219516
Tpr,0.11055463,0.15535296,0.2926184,0.39816868,0.043305337
Prg4,0.25032744,0.18149678,0.27944678,0.21575396,0.07297504
Gm10138,0.54731023,0.12968068,0.14413588,0.15932696,0.01954621
Ivns1abp,0.054053087,0.2436402,0.29193434,0.38962498,0.020747423
Swt1,0.055652097,0.19719477,0.3570512,0.36403432,0.026067615
Trmt1l,0.17732225,0.19103324,0.2777754,0.3450714,0.008797646
Rnf2,0.810961,0.102622,0.044188287,0.03893406,0.0032946467
Fam129a,0.13217726,0.1507055,0.32341447,0.3817503,0.01195246
2810414N06Rik,0.10997384,0.16234742,0.32598603,0.3773339,0.024358869
Edem3,0.7963509,0.07921904,0.05681401,0.06066251,0.0069535375
1700025G04Rik,0.11149204,0.13805911,0.30688322,0.4279452,0.01562041
Tsen15,0.81966114,0.06258414,0.047935605,0.058579758,0.01123935
Rgl1,0.34567568,0.15288293,0.18447053,0.28243664,0.034534216
Arpc5,0.20870657,0.22220488,0.24735986,0.3088561,0.012872577
Ncf2,0.09897826,0.17762333,0.29290098,0.39526576,0.03523165
Smg7,0.34124103,0.12311684,0.24763787,0.27037242,0.017631888
Gm28791,0.3014245,0.21632098,0.22412401,0.23509283,0.023037672
Nmnat2,0.11197879,0.18852563,0.286982,0.3790143,0.0334993
Lamc2,0.12981987,0.2708313,0.26761717,0.31522778,0.01650393
Lamc1,0.63472,0.13932316,0.10715389,0.113832556,0.0049703717
E330020D12Rik,0.29211092,0.19893539,0.22055297,0.24593323,0.042467475
Shcbp1l,0.71401894,0.09805365,0.088701084,0.085906535,0.01331985
Dhx9,0.07668066,0.22104414,0.28168976,0.41026768,0.010317802
Npl,0.54151314,0.120554134,0.17324267,0.1592657,0.0054243207
Rgs8,0.20063545,0.19268419,0.3338322,0.24428847,0.028559685
C230024C17Rik,0.16200587,0.21348585,0.29006398,0.3335964,0.0008478761
Rgs16,0.17807926,0.14786962,0.26337066,0.37748978,0.033190608
Gm28513,0.46927643,0.13016833,0.16747595,0.20657158,0.026507735
Rnasel,0.19052148,0.18585368,0.25714892,0.3474771,0.018998861
Gm28512,0.07133252,0.18537366,0.33684134,0.40164578,0.0048066974
Teddm2,0.06337551,0.22794472,0.2961844,0.4108461,0.0016492605
Glul,0.5491005,0.07435937,0.17784443,0.18398315,0.0147125125
Ier5,0.73626906,0.089031816,0.085434616,0.0832487,0.006015837
Mr1,0.121637136,0.24670215,0.27131516,0.3529298,0.0074157715
Stx6,0.17734174,0.16747436,0.25569817,0.3361805,0.0633052
Xpr1,0.0978183,0.14295733,0.29915017,0.42995086,0.030123353
Acbd6,0.5248948,0.108122766,0.13552368,0.18882047,0.0426383
Qsox1,0.14715494,0.18691711,0.2694265,0.38758105,0.0089203715
Cep350,0.13959858,0.18364234,0.25634006,0.400404,0.020015001
Tor1aip1,0.16810237,0.17548609,0.2659821,0.3607772,0.029652238
Tor1aip2,0.17953062,0.25504947,0.23430087,0.32075852,0.010360539
Axdnd1,0.13751546,0.2094423,0.29466912,0.32931376,0.02905941
Gm2000,0.34890753,0.11925875,0.2312706,0.2557577,0.044805408
Soat1,0.14419389,0.15122283,0.29218364,0.40347964,0.008920014
Abl2,0.178636,0.21207193,0.2886125,0.2908895,0.029790044
Tor3a,0.09961226,0.2037892,0.30072504,0.38407752,0.011795998
Fam20b,0.1559129,0.24350938,0.26768678,0.32394695,0.008943975
Ralgps2,0.43422154,0.16780055,0.18697725,0.19525921,0.015741467
Rasal2,0.13035592,0.11525154,0.3005987,0.436605,0.017188787
Cryzl2,0.107088245,0.12732702,0.31080538,0.44472373,0.010055661
Cop1,0.21548913,0.1818594,0.32786822,0.25447273,0.020310521
4930523C07Rik,0.08561256,0.2291566,0.2433503,0.43254736,0.009333253
4930562F07Rik,0.65941083,0.11055201,0.10351663,0.1227666,0.0037539005
Mrps14,0.114031,0.18730211,0.29112554,0.38734758,0.020193756
Cacybp,0.6682804,0.11370032,0.10138645,0.10952702,0.0071058273
Rabgap1l,0.1237623,0.20994377,0.22352785,0.41840532,0.024360776
Gm37529,0.16290371,0.17834283,0.26980558,0.3626747,0.026273131
Gpr52,0.4090891,0.15407985,0.19175687,0.20168485,0.04338932
Gm37328,0.75808436,0.0815615,0.06328363,0.07011215,0.026958346
Gm37083,0.19647288,0.11225846,0.2867223,0.35130343,0.05324292
Rc3h1,0.486452,0.12743622,0.17848475,0.17793971,0.029687285
Serpinc1,0.20375049,0.175846,0.24489236,0.36634886,0.009162307
Zbtb37,0.103304334,0.1598106,0.33421418,0.39694637,0.0057244897
Gas5,0.79983294,0.058449823,0.07372237,0.04288827,0.025106609
Dars2,0.1803245,0.19787024,0.2526514,0.3486215,0.02053237
Gm37634,0.18001117,0.18024375,0.31590682,0.31567997,0.008158267
Cenpl,0.41469052,0.15176955,0.13381086,0.25334138,0.046387672
Klhl20,0.8154518,0.046090443,0.06303539,0.067531765,0.007890642
Prdx6,0.2627443,0.2020976,0.2223452,0.2827313,0.03008163
Tnfsf4,0.15052886,0.21256194,0.279238,0.34651583,0.011155367
Fasl,0.2076781,0.2333209,0.2210704,0.32205215,0.015878439
Suco,0.30454147,0.26414594,0.19908044,0.21428937,0.017942727
4930558K02Rik,0.068279594,0.23168695,0.30883238,0.37530166,0.01589942
Pigc,0.29555708,0.14165697,0.23066066,0.32744518,0.0046801567
Dnm3,0.32846797,0.19081,0.23241717,0.24498075,0.003324151
Eef1aknmt,0.11378577,0.24515669,0.30944687,0.3282431,0.0033675432
Vamp4,0.1338838,0.20046768,0.29682767,0.34421486,0.02460599
Prrc2c,0.12899286,0.18364179,0.25975528,0.41395536,0.013654709
Gorab,0.06437728,0.1599092,0.3269716,0.40384236,0.044899583
Kifap3,0.1881594,0.25172633,0.2321682,0.31621224,0.01173383
Scyl3,0.035382584,0.21793629,0.3150652,0.40071282,0.030903101
BC055324,0.41085577,0.16004185,0.18566671,0.22136363,0.022071958
Mettl18,0.09036214,0.18427977,0.33575755,0.36455825,0.025042295
Sell,0.20254904,0.15305369,0.26895383,0.34719586,0.028247595
Slc19a2,0.15563354,0.2065675,0.26399818,0.36128253,0.012518227
Ccdc181,0.10065093,0.19638191,0.2921363,0.3960041,0.014826775
Blzf1,0.11062463,0.18497148,0.26715034,0.4086333,0.028620243
Nme7,0.06688246,0.16952294,0.2978119,0.4561015,0.009681225
Atp1b1,0.35663208,0.14226165,0.22030813,0.25596148,0.02483666
Gm32569,0.3695869,0.1984691,0.2008908,0.20049524,0.03055799
Gm20743,0.051021114,0.23472756,0.2902654,0.42312595,0.0008599758
Xcl1,0.8339332,0.07448195,0.03935535,0.038377877,0.013851643
Tbx19,0.36412895,0.1567087,0.17649412,0.26460072,0.03806746
Sft2d2,0.11104441,0.16122007,0.31698248,0.39188442,0.018868566
Tiprl,0.2078596,0.23803842,0.24123304,0.29122004,0.021648884
Gm38190,0.6082422,0.12189654,0.108203806,0.12785788,0.03379953
Dcaf6,0.56732255,0.15903871,0.09009981,0.10633181,0.07720709
Gm37864,0.19192669,0.18927462,0.26828018,0.33192542,0.018593073
Mpc2,0.1588934,0.14633954,0.31684622,0.3757625,0.0021584034
Mpzl1,0.37126526,0.15447374,0.21317443,0.24308002,0.018006563
Rcsd1,0.25234455,0.14898439,0.23730429,0.32337168,0.0379951
Creg1,0.2670417,0.15914996,0.25362772,0.2871331,0.033047497
Gm16565,0.18423069,0.18446153,0.27990422,0.2846527,0.066750884
Cd247,0.08647737,0.22839594,0.27648738,0.40831265,0.00032663345
Gm37469,0.08100844,0.20415449,0.30703303,0.38521,0.022593975
Pou2f1,0.3170204,0.18455358,0.20731123,0.2572568,0.033858
Gm15853,0.19893973,0.15362984,0.26011977,0.3389886,0.048322022
Tada1,0.17758512,0.17369725,0.2790509,0.33363757,0.03602922
Pogk,0.1484399,0.12931266,0.3250878,0.3824017,0.014757931
Fam78b,0.23883514,0.1671321,0.25921187,0.30333623,0.031484604
Uck2,0.21013372,0.18883836,0.27006096,0.30839673,0.022570252
Tmco1,0.2404798,0.11867875,0.272972,0.33799797,0.029871523
Aldh9a1,0.20089272,0.16403243,0.27237374,0.32579225,0.036908865
Mgst3,0.36814708,0.18578842,0.18758562,0.24547537,0.013003528
Nuf2,0.066695206,0.21973974,0.2737201,0.4215873,0.018257678
Hsd17b7,0.4429441,0.17960437,0.1608629,0.18768147,0.02890718
3110045C21Rik,0.12454343,0.16965964,0.30428794,0.36572072,0.035788298
Uap1,0.47580624,0.15099704,0.16043468,0.19562478,0.017137289
Gm37748,0.7774791,0.06543773,0.07450294,0.074222736,0.008357465
Uhmk1,0.2607435,0.113782205,0.24404134,0.35054076,0.030892193
4930500M09Rik,0.10840579,0.24849537,0.25069472,0.35144377,0.040960312
Sh2d1b1,0.14005838,0.16530564,0.30491635,0.3487697,0.04094994
Nos1ap,0.14371873,0.24643257,0.23889764,0.33869278,0.032258272
Olfml2b,0.19619998,0.19735347,0.24064074,0.32865092,0.037154913
Atf6,0.1695465,0.18560164,0.27791926,0.33891335,0.028019309
Dusp12,0.12701498,0.2480625,0.2686016,0.34771684,0.00860405
Gm26620,0.4864787,0.11510907,0.1780667,0.19284071,0.027504802
Fcgr2b,0.17430794,0.1944001,0.21404429,0.37323835,0.044009328
Fcgr4,0.13523689,0.21448854,0.28015062,0.3665464,0.00357759
Fcgr3,0.06487328,0.18565917,0.32754615,0.4068823,0.015039086
Cfap126,0.33723968,0.16024984,0.22497585,0.24199393,0.0355407
Sdhc,0.099176235,0.17472649,0.29708612,0.39365456,0.03535664
Pcp4l1,0.10187353,0.22814374,0.3088917,0.33761632,0.023474693
Nr1i3,0.28265843,0.28692082,0.17462105,0.25184885,0.0039508343
Tomm40l,0.123627424,0.21179324,0.2716374,0.3623191,0.03062284
Apoa2,0.1977179,0.23284306,0.27078825,0.27303317,0.0256176
Fcer1g,0.14982025,0.15542816,0.29188013,0.39226085,0.01061064
Ndufs2,0.41254148,0.13211584,0.19371532,0.2326084,0.029018939
B4galt3,0.25975078,0.22975872,0.20499411,0.30387068,0.0016256571
Ppox,0.16895579,0.19778329,0.31141216,0.32045305,0.0013957024
Usp21,0.8524826,0.061464805,0.040075023,0.04225542,0.0037221909
Ufc1,0.334952,0.18540637,0.21128815,0.25984696,0.0085065365
Gm20045,0.103921354,0.1382552,0.32424632,0.42787164,0.005705476
Dedd,0.16179232,0.17548779,0.25622135,0.38912115,0.017377377
Nit1,0.15086733,0.14284374,0.25524443,0.39499196,0.056052566
Pfdn2,0.29933268,0.23578562,0.18210384,0.2506148,0.032163143
Klhdc9,0.06591596,0.12536168,0.32808596,0.45167357,0.02896285
Nectin4,0.25565052,0.1459786,0.25223953,0.33048508,0.01564622
Arhgap30,0.11159635,0.1968855,0.25514293,0.42583033,0.010544896
Usf1,0.18174121,0.14129189,0.27703777,0.39207453,0.0078546405
Tstd1,0.09133608,0.15688986,0.2653349,0.4729339,0.01350528
F11r,0.13978572,0.15266255,0.28413224,0.41362754,0.00979197
B930036N10Rik,0.16903302,0.1792993,0.31617385,0.30481127,0.030682564
Alyref2,0.21954331,0.14943378,0.2543143,0.322821,0.053887606
Cd244a,0.097119264,0.19284539,0.28835234,0.3931813,0.028501749
Ly9,0.2431101,0.17952761,0.24375287,0.29702532,0.03658414
Slamf7,0.15989557,0.17445338,0.2780554,0.35365048,0.033945203
A630035G10Rik,0.11000266,0.15333962,0.28458405,0.4327738,0.019299865
Cd48,0.10619552,0.19945414,0.3018368,0.384749,0.0077645183
Slamf1,0.112153165,0.22075821,0.2501363,0.38712704,0.02982533
Cd84,0.08812465,0.16880576,0.278366,0.43055367,0.034149885
Gm10521,0.12477425,0.2403443,0.26883334,0.3596567,0.006391406
Gm37065,0.14562425,0.13528945,0.2811237,0.40765312,0.030309439
Slamf6,0.91368014,0.02372498,0.027531985,0.027167724,0.007895172
Vangl2,0.115206614,0.21935144,0.28152204,0.38191444,0.0020054579
Ncstn,0.11214422,0.18687807,0.30878717,0.39166746,0.00052309036
Copa,0.86733884,0.042278383,0.04295858,0.0398052,0.0076190233
Gm37756,0.08817628,0.16260597,0.27785566,0.44859716,0.022764921
Pex19,0.09466127,0.19375123,0.31247568,0.34935087,0.049760938
Dcaf8,0.3985961,0.183158,0.19201842,0.20453162,0.021695912
Pea15a,0.07062684,0.21238872,0.27684766,0.42059958,0.01953721
Igsf8,0.4525854,0.17959112,0.1623598,0.16781974,0.03764391
